place_id,title,main_category,rating,reviews,link,website,phone,address,price_range,description,reviews_per_rating,latitude,longitude
RE062,Coffee Farm,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Coffee+Farm/data=!4m7!3m6!1s0x311dae25ab002c3d:0x6e8511141abcbf12!8m2!3d14.1985485!4d101.2210583!16s%2Fg%2F11f4qk_sw5!19sChIJPSwAqyWuHTEREr-8GhQRhW4?authuser=0&hl=th&rclk=1,,,56XC+CC7 Coffee Farm ตำบล นครนายก อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.1985485,101.2210583
RE066,coffee time at องครักษ์,ร้านกาแฟ,5,1,https://www.google.com/maps/place/coffee+time+at+%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C/data=!4m7!3m6!1s0x311da3f468c94e7f:0xe4646677b9353de7!8m2!3d14.1305454!4d100.9920043!16s%2Fg%2F11tp2gyv1v!19sChIJf07JaPSjHTER5z01uXdmZOQ?authuser=0&hl=th&rclk=1,https://www.facebook.com/profile.php?id=100089593322544&mibextid=ZbWKwL,064 932 3088,coffee time at องครักษ์ 162 ม. 10 ตำบล คลองใหญ่ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.1305454,100.9920043
RE086,Finn​ Cafe​ &​ Bistro Ongkharak,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Finn%E2%80%8B+Cafe%E2%80%8B+%26%E2%80%8B+Bistro+Ongkharak/data=!4m7!3m6!1s0x311d9f3822c49189:0xf8d7fe5571a9ab8f!8m2!3d14.0890423!4d100.9800539!16s%2Fg%2F11k9fj5wgx!19sChIJiZHEIjifHTERj6upcVX-1_g?authuser=0&hl=th&rclk=1,https://www.facebook.com/finncafe.bistro,080 353 6356,Finn​ Cafe​ &​ Bistro Ongkharak ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.0890423,100.9800539
RE094,Glooms,ร้านกาแฟ,4,1,https://www.google.com/maps/place/Glooms/data=!4m7!3m6!1s0x311dbb4e9895a657:0x249fa7a914f20465!8m2!3d14.2580977!4d101.0763952!16s%2Fg%2F11sdwld3d_!19sChIJV6aVmE67HTERZQTyFKmnnyQ?authuser=0&hl=th&rclk=1,,095 407 0271,32 Glooms บ้านนา 7 อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.2580977,101.0763952
RE099,Hahmor - หน้าหม้อ,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Hahmor+-+%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B9%89%E0%B8%AD/data=!4m7!3m6!1s0x311da1a9c39e14f3:0xd8a6f8ad32132c02!8m2!3d14.0947204!4d100.9828835!16s%2Fg%2F11s55bykrh!19sChIJ8xSew6mhHTERAiwTMq34ptg?authuser=0&hl=th&rclk=1,,080 113 1382,3XVM+R4P Hahmor - หน้าหม้อ ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.0947204,100.9828835
RE103,HOP Chafe สาขาบ้านนา,ชาไข่มุก,4,1,https://www.google.com/maps/place/HOP+Chafe+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2/data=!4m7!3m6!1s0x311dbb43449e66ef:0x3e24c50e7f5ad00a!8m2!3d14.2583679!4d101.0690986!16s%2Fg%2F11rxnlj8sn!19sChIJ72aeREO7HTERCtBafw7FJD4?authuser=0&hl=th&rclk=1,https://www.facebook.com/HopchafeBanna/,,HOP Chafe สาขาบ้านนา 112 อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.2583679,101.0690986
RE118,KOI (ก้อยปังเย็น),ร้านกาแฟ,5,1,https://www.google.com/maps/place/KOI+%28%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99%29/data=!4m7!3m6!1s0x311d9f08d7f125fb:0x69d3c6bd114a5da!8m2!3d14.087533!4d100.98007!16s%2Fg%2F11sgbbyjvg!19sChIJ-yXx1wifHTER2qUU0Ws8nQY?authuser=0&hl=th&rclk=1,,,KOI (ก้อยปังเย็น) 180 หมู่ 6 ต.องครักษ์ อ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.087533,100.98007
RE129,Little husky house banna,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Little+husky+house+banna/data=!4m7!3m6!1s0x311dbdd276c11a01:0x517e3423f40dfdad!8m2!3d14.2610619!4d101.0622395!16s%2Fg%2F11fq_2k3lp!19sChIJARrBdtK9HTERrf0N9CM0flE?authuser=0&hl=th&rclk=1,,,"Little husky house banna 431 หมู่ 3 431, อำเภอบ้านนา นครนายก 26110",,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.2610619,101.0622395
RE136,Malong Café Banna Nakhonnayok มาลอง คาเฟ่,คาเฟ่ศิลปะ,5,1,https://www.google.com/maps/place/Malong+Caf%C3%A9+Banna+Nakhonnayok+%E0%B8%A1%E0%B8%B2%E0%B8%A5%E0%B8%AD%E0%B8%87+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/data=!4m7!3m6!1s0x311dbd67fcd8c905:0xfbf95695e064086!8m2!3d14.2180792!4d101.0694094!16s%2Fg%2F11kc1gw7kw!19sChIJBcnY_Ge9HTERhkAGXmmVvw8?authuser=0&hl=th&rclk=1,,,25 Malong Café Banna Nakhonnayok มาลอง คาเฟ่ 2 ตำบล ทองหลาง อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.2180792,101.0694094
RE143,Mind coffee,ร้านกาแฟ,4,1,https://www.google.com/maps/place/Mind+coffee/data=!4m7!3m6!1s0x311db518b6e8a22b:0xa6c0b343e78f968e!8m2!3d14.3069889!4d101.309284!16s%2Fg%2F11g0gcvlpn!19sChIJK6Lothi1HTERjpaP50OzwKY?authuser=0&hl=th&rclk=1,,,"8845+QPV Mind coffee, ตำบล หินตั้ง อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.3069889,101.309284
RE158,Nongsu coffee&tea,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Nongsu+coffee%26tea/data=!4m7!3m6!1s0x311d757c4ca13689:0xd116a829f7bae793!8m2!3d13.9871221!4d100.960647!16s%2Fg%2F11p9dstqkh!19sChIJiTahTHx1HTERk-e69ymoFtE?authuser=0&hl=th&rclk=1,,,XXP6+R7R Nongsu coffee&tea 3369 ตำบล พระอาจารย์ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",13.9871221,100.960647
RE162,OHHO COFFEE,ร้านกาแฟ,5,1,https://www.google.com/maps/place/OHHO+COFFEE/data=!4m7!3m6!1s0x311dbbe776ce65d5:0xd4a2556dc96b38a3!8m2!3d14.3015594!4d101.1345967!16s%2Fg%2F11spvr9pvd!19sChIJ1WXOdue7HTERozhryW1VotQ?authuser=0&hl=th&rclk=1,https://lin.ee/vKZyY2h,095 268 9127,9 OHHO COFFEE ตำบล ศรีกะอาง อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.3015594,101.1345967
RE192,Sha bear-นมเหนียวญี่ปุ่น สาขาบ้านนา จ.นครนายก,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Sha+bear-%E0%B8%99%E0%B8%A1%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2+%E0%B8%88.%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81/data=!4m7!3m6!1s0x311dbd8b299bf5fb:0x2515d91d385915ce!8m2!3d14.2615866!4d101.068217!16s%2Fg%2F11jlr2k8fc!19sChIJ-_WbKYu9HTERzhVZOB3ZFSU?authuser=0&hl=th&rclk=1,https://www.facebook.com/Sha-bear-%E0%B8%99%E0%B8%A1%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2-%E0%B8%88%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81-100924478377248/,037 381 009,Sha bear-นมเหนียวญี่ปุ่น สาขาบ้านนา จ.นครนายก ซอยเทศบาล6 บ้านเลขที่ 87 อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.2615866,101.068217
RE198,Switch On Coffee & Keto,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Switch+On+Coffee+%26+Keto/data=!4m7!3m6!1s0x311dbb28aa35b1b1:0x6a0e58b60c8b68e2!8m2!3d14.2607921!4d101.0714197!16s%2Fg%2F11p60r631l!19sChIJsbE1qii7HTER4miLDLZYDmo?authuser=0&hl=th&rclk=1,https://linktr.ee/switchonketo,080 329 5949,Switch On Coffee & Keto 429 หมู่ 4 อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.2607921,101.0714197
RE205,The Ka-Prow by Pool Cafe',ร้านอาหาร,4,1,https://www.google.com/maps/place/The+Ka-Prow+by+Pool+Cafe%27/data=!4m7!3m6!1s0x311dbb897fd2cbed:0x6819339827c5efee!8m2!3d14.2601758!4d101.0907725!16s%2Fg%2F11fpk0p91w!19sChIJ7cvSf4m7HTER7u_FJ5gzGWg?authuser=0&hl=th&rclk=1,,085 776 2221,The Ka-Prow by Pool Cafe' 212 หมู่.11 ซอยมาบช้าง อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.2601758,101.0907725
RE210,Ton Japanese Food,ร้านอาหาร,5,1,https://www.google.com/maps/place/Ton+Japanese+Food/data=!4m7!3m6!1s0x311dbc78b5cc63ad:0x872d37de56cd8c96!8m2!3d14.2659165!4d101.0699265!16s%2Fg%2F11d_vdp8_9!19sChIJrWPMtXi8HTERlozNVt43LYc?authuser=0&hl=th&rclk=1,https://www.facebook.com/Surachaisiovalakul/posts/1576380922393536,091 819 6481,"7389+9X7 Ton Japanese Food, อำเภอบ้านนา นครนายก 26110",,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.2659165,101.0699265
RE213,Tonsom Coffee,ร้านกาแฟ,4,1,https://www.google.com/maps/place/Tonsom+Coffee/data=!4m7!3m6!1s0x311dbb7c7bf5ca9f:0xe81128421c1bb4e6!8m2!3d14.278287!4d101.1284987!16s%2Fg%2F11t995jr3x!19sChIJn8r1e3y7HTER5rQbHEIoEeg?authuser=0&hl=th&rclk=1,,065 393 8507,211 Tonsom Coffee ตำบล ศรีกะอาง อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.278287,101.1284987
RE217,Triple two cafe,ร้านกาแฟ,5,1,https://www.google.com/maps/place/Triple+two+cafe/data=!4m7!3m6!1s0x311db1149d612843:0x99da7055124ef700!8m2!3d14.2770082!4d101.1625868!16s%2Fg%2F11jkqbkrdd!19sChIJQyhhnRSxHTERAPdOElVw2pk?authuser=0&hl=th&rclk=1,,,Triple two cafe เลขที่ 22/5 ตำบล พรหมณี อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.2770082,101.1625868
RE223,vinatea.cafe,ร้านกาแฟ,5,1,https://www.google.com/maps/place/vinatea.cafe/data=!4m7!3m6!1s0x311db9087be63fd9:0xdf1c68c0aad3f1d7!8m2!3d14.3082122!4d101.1190831!16s%2Fg%2F11f7r5d7qg!19sChIJ2T_mewi5HTER1_HTqsBoHN8?authuser=0&hl=th&rclk=1,,093 953 9289,vinatea.cafe บ้านพักเตรียมทหาร ศรีกะอาง อำเภอบ้านนา นครนายก,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.3082122,101.1190831
RE232,กฤตเกาเหลาเนื้อ2547,ร้านอาหาร,4,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%A4%E0%B8%95%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD2547/data=!4m7!3m6!1s0x311d9fbe93e85e5d:0xda8b2120795dc6df!8m2!3d14.0853747!4d100.9167253!16s%2Fg%2F11jlkljdvf!19sChIJXV7ok76fHTER38ZdeSAhi9o?authuser=0&hl=th&rclk=1,,092 286 0388,3WP8+4MX กฤตเกาเหลาเนื้อ2547 ถนน รังสิต - นครนายก ตำบล คลองใหญ่ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.0853747,100.9167253
RE247,กันเอง คาเฟ่,ร้านกาแฟ,5,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B8%87+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/data=!4m7!3m6!1s0x311dbb4a5a7dab1f:0x33eb82053986ff78!8m2!3d14.239941!4d101.154793!16s%2Fg%2F11nyc_st_b!19sChIJH6t9Wkq7HTEReP-GOQWC6zM?authuser=0&hl=th&rclk=1,,,กันเอง คาเฟ่ เลขที่ - หมู่ 3 ตำบล พรหมณี อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.239941,101.154793
RE249,กาแฟจักรพรรดิ์ (สภากาแฟ),ร้านกาแฟ,5,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%94%E0%B8%B4%E0%B9%8C+%28%E0%B8%AA%E0%B8%A0%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%29/data=!4m7!3m6!1s0x311d9f2f00ba251d:0x2d75add33b4dfcf7!8m2!3d14.1102555!4d100.9436319!16s%2Fg%2F11rchkycr1!19sChIJHSW6AC-fHTER9_xNO9OtdS0?authuser=0&hl=th&rclk=1,,,4W6V+4F2 กาแฟจักรพรรดิ์ (สภากาแฟ) นย.3012 ตำบล คลองใหญ่ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.1102555,100.9436319
RE253,กาแฟโบราณเปิ้นหนองขุม,ร้านกาแฟ,3,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%B2%E0%B8%93%E0%B9%80%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%B8%E0%B8%A1/data=!4m7!3m6!1s0x311da19835103f83:0x2794b58327016243!8m2!3d14.0590694!4d100.9780724!16s%2Fg%2F11p7819g2n!19sChIJgz8QNZihHTERQ2IBJ4O1lCc?authuser=0&hl=th&rclk=1,,082 669 7456,กาแฟโบราณเปิ้นหนองขุม โรงงานไทสัน ตำบล ศีรษะกระบือ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 0}",14.0590694,100.9780724
RE256,กาแฟพันธุ์ไทย สาขาองครักษ์,ร้านกาแฟ,5,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C%E0%B9%84%E0%B8%97%E0%B8%A2+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C/data=!4m7!3m6!1s0x311da1642f41e769:0x6a2f8f273427f789!8m2!3d14.1111756!4d101.0179268!16s%2Fg%2F11kpdt6lv_!19sChIJaedBL2ShHTERifcnNCePL2o?authuser=0&hl=th&rclk=1,,,4269+G35 กาแฟพันธุ์ไทย สาขาองครักษ์ ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.1111756,101.0179268
RE258,กาแฟสด ซุ้มไผ่,ร้านกาแฟ,4,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%94+%E0%B8%8B%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B9%84%E0%B8%9C%E0%B9%88/data=!4m7!3m6!1s0x311dbc4954bf278b:0x7a489d06745e40cf!8m2!3d14.2789296!4d101.0318585!16s%2Fg%2F11j352xkdh!19sChIJiye_VEm8HTERz0BedAadSHo?authuser=0&hl=th&rclk=1,,,กาแฟสด ซุ้มไผ่ ตำบล บ้านพริก อำเภอบ้านนา นครนายก 26110,,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.2789296,101.0318585
RE263,กินเตี๋ยวในบ้าน (ร้านคุณเข็ม),ร้านอาหาร,5,1,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%83%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99+%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%80%E0%B8%82%E0%B9%87%E0%B8%A1%29/data=!4m7!3m6!1s0x311c4d52c60364e3:0x8d1e24654f519776!8m2!3d14.222918!4d101.3826084!16s%2Fg%2F11v0jgd_vn!19sChIJ42QDxlJNHDERdpdRT2UkHo0?authuser=0&hl=th&rclk=1,,,69FM+529 กินเตี๋ยวในบ้าน (ร้านคุณเข็ม) ปจ.4005 ตำบล นาหินลาด อำเภอปากพลี นครนายก 26130,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.222918,101.3826084
RE283,ข้างบ้านคาเฟ่ นครนายก Khangban Cafe,ร้านกาแฟ,5,1,https://www.google.com/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81+Khangban+Cafe/data=!4m7!3m6!1s0x311daff077c2d93b:0x831b8008d7a9e5cf!8m2!3d14.1775891!4d101.1640235!16s%2Fg%2F11kblbjm7y!19sChIJO9nCd_CvHTERz-Wp1wiAG4M?authuser=0&hl=th&rclk=1,https://www.facebook.com/profile.php?id=100090599738474,061 541 9294,44 ข้างบ้านคาเฟ่ นครนายก Khangban Cafe ท่าช้าง อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.1775891,101.1640235
