place_id,title,main_category,rating,reviews,link,website,phone,address,price_range,description,reviews_per_rating,latitude,longitude
AC011,E2S PLACE,โรงแรม,3.4,38,https://www.google.com/maps/place/E2S+PLACE/data=!4m10!3m9!1s0x311dbbea27342d67:0xef189f814fa53ec5!5m2!4m1!1i2!8m2!3d14.2391133!4d101.1544424!16s%2Fg%2F11glftyv81!19sChIJZy00J-q7HTERxT6lT4GfGO8?authuser=0&hl=th&rclk=1,https://e2s-place.business.site/,087 114 4557,"E2S PLACE, 181​, ตำบล พรหมณี อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 7, '2': 2, '3': 9, '4': 7, '5': 13}",14.2391133,101.1544424
AC012,E2S โฮม,รีสอร์ท,4.5,4,https://www.google.com/maps/place/E2S+%E0%B9%82%E0%B8%AE%E0%B8%A1/data=!4m10!3m9!1s0x311dbb81ca6d02e1:0x5b994122a4c2ad49!5m2!4m1!1i2!8m2!3d14.25787!4d101.158315!16s%2Fg%2F11h3mjmfw6!19sChIJ4QJtyoG7HTERSa3CpCJBmVs?authuser=0&hl=th&rclk=1,https://e2s-resort-hotel.business.site/,089 663 3555,E2S โฮม เลขที่ 99/9 หมู่ 14 ตำบล พรหมณี อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 2, '5': 2}",14.25787,101.158315
AC013,Eden house resort,โรงแรม,4.5,51,https://www.google.com/maps/place/Eden+house+resort/data=!4m10!3m9!1s0x311db13544af4e63:0x56f59725612b6b23!5m2!4m1!1i2!8m2!3d14.2266117!4d101.2515255!16s%2Fg%2F11lg2_l7z2!19sChIJY06vRDWxHTERI2srYSWX9VY?authuser=0&hl=th&rclk=1,https://paul-recommends.com/eden-house-resort-thailand,092 709 6960,"149, Eden house resort ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 0, '2': 2, '3': 3, '4': 15, '5': 31}",14.2266117,101.2515255
AC014,Field Town Apartment,โรงแรม,4.2,146,https://www.google.com/maps/place/Field+Town+Apartment/data=!4m10!3m9!1s0x311db02b3c9a3bd1:0xdeeb4df273f96c87!5m2!4m1!1i2!8m2!3d14.2113944!4d101.2061503!16s%2Fg%2F11f4wtklht!19sChIJ0TuaPCuwHTERh2z5c_JN694?authuser=0&hl=th&rclk=1,,099 895 4363,Field Town Apartment Soi6 137/5 Moo.7 Suwannasorn ตำบล บ้านใหญ่ Muang นครนายก 26000,,,"{'1': 3, '2': 2, '3': 22, '4': 48, '5': 71}",14.2113944,101.2061503
AC015,gebtawan resort,บังกะโล,1.5,10,https://www.google.com/maps/place/gebtawan+resort/data=!4m9!3m8!5m2!4m1!1i2!8m2!3d14.4037437!4d100.873085!16s%2Fg%2F11sk01q6wr!17BQ0FF?authuser=0&hl=th&rclk=1,https://www.agoda.com/gebtawan-resort/hotel/saraburi-th.html,,,,บังกะโล • นอนได้ 2 คน • 1 ห้องนอน • 1 ห้องน้ำ,"{'1': None, '2': None, '3': None, '4': None, '5': None}",14.40374374,100.873085
AC016,Grandma's house,โฮมสเตย์,4.7,25,https://www.google.com/maps/place/Grandma%27s+house/data=!4m10!3m9!1s0x311db116ea62d6b1:0x6bb2a274b68fddc8!5m2!4m1!1i2!8m2!3d14.2081677!4d101.2410341!16s%2Fg%2F11fcq_d9gp!19sChIJsdZi6haxHTERyN2PtnSisms?authuser=0&hl=th&rclk=1,https://www.facebook.com/grandma.house.th?mibextid=LQQJ4d,086 343 6442,Grandma's house 91/30 ซ.พิมพ์สิริ1 ท่าด่าน ตำบล ศรีนาวา อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 3, '4': 2, '5': 20}",14.2081677,101.2410341
AC017,Green house (กรีนเฮ้าท์) รีสอร์ท นครนายก,โรงแรม,5,4,https://www.google.com/maps/place/Green+house+%28%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B9%8C%29+%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97+%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81/data=!4m10!3m9!1s0x311db1e3a8c94777:0x32937e1c53d2fc1a!5m2!4m1!1i2!8m2!3d14.2098452!4d101.2030882!16s%2Fg%2F11nmldmzkc!19sChIJd0fJqOOxHTERGvzSUxx-kzI?authuser=0&hl=th&rclk=1,https://www.facebook.com/greenhousenakhonnayok/,063 975 4956,6653+W6P Green house (กรีนเฮ้าท์) รีสอร์ท นครนายก ตำบล ท่าช้าง อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 4}",14.2098452,101.2030882
AC018,Greenhill nayok,รีสอร์ท,4,4,https://www.google.com/maps/place/Greenhill+nayok/data=!4m10!3m9!1s0x311db467414b2555:0xc675096361678a23!5m2!4m1!1i2!8m2!3d14.317042!4d101.290996!16s%2Fg%2F11dyxk47s8!19sChIJVSVLQWe0HTERI4pnYWMJdcY?authuser=0&hl=th&rclk=1,,081 988 9187,"878R+R99 Greenhill nayok, ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 0, '2': 0, '3': 1, '4': 2, '5': 1}",14.317042,101.290996
AC019,Happy Time Resort,โรงแรม,4.4,26,https://www.google.com/maps/place/Happy+Time+Resort/data=!4m10!3m9!1s0x311dbb9f4e086b49:0x99991c58012a51c4!5m2!4m1!1i2!8m2!3d14.2643985!4d101.0923538!16s%2Fg%2F11gcv58f1l!19sChIJSWsITp-7HTERxFEqAVgcmZk?authuser=0&hl=th&rclk=1,,089 965 5980,"737R+QW5 Happy Time Resort, อำเภอบ้านนา นครนายก 26110",,,"{'1': 0, '2': 2, '3': 2, '4': 6, '5': 16}",14.2643985,101.0923538
AC020,HiddenBOX,โรงแรม,4.2,67,https://www.google.com/maps/place/HiddenBOX/data=!4m10!3m9!1s0x311db09eb8f76b71:0x7e550a1e3b74174b!5m2!4m1!1i2!8m2!3d14.2741707!4d101.1664609!16s%2Fg%2F11gc9g7xsf!19sChIJcWv3uJ6wHTERSxd0Ox4KVX4?authuser=0&hl=th&rclk=1,https://m.facebook.com/HiddenBOXs/,089 414 1665,"HiddenBOX, 218/1, 218, ตำบล พรหมณี อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 1, '2': 3, '3': 11, '4': 20, '5': 32}",14.2741707,101.1664609
AC021,I Din Lake View Resort,รีสอร์ท,4.2,48,https://www.google.com/maps/place/I+Din+Lake+View+Resort/data=!4m10!3m9!1s0x311db3a3bd18d9dd:0x1f41e6cd811f7ba9!5m2!4m1!1i2!8m2!3d14.267991!4d101.2887802!16s%2Fg%2F11b7ftl578!19sChIJ3dkYvaOzHTERqXsfgc3mQR8?authuser=0&hl=th&rclk=1,http://www.idinlakeview.com/,081 864 6058,"I Din Lake View Resort, 68, ตำบล หินตั้ง อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 2, '2': 2, '3': 4, '4': 15, '5': 25}",14.267991,101.2887802
AC022,JJ RESORT@NAYOK,ที่พักขนาดเล็ก,3.9,78,https://www.google.com/maps/place/JJ+RESORT@NAYOK/data=!4m10!3m9!1s0x311db1871abe3147:0x889aa37d1723cdcf!5m2!4m1!1i2!8m2!3d14.2435469!4d101.2507629!16s%2Fg%2F11dyls0fmb!19sChIJRzG-GoexHTERz80jF32jmog?authuser=0&hl=th&rclk=1,http://www.facebook.com/jjresort.nayok,063 975 6185,JJ RESORT@NAYOK ถนน ทางหลวงแผ่นดินหมายเลข. 3049 ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 4, '2': 3, '3': 19, '4': 22, '5': 30}",14.2435469,101.2507629
AC023,Khwan Darunee,โรงแรม,4,1,https://www.google.com/maps/place/Khwan+Darunee/data=!4m10!3m9!1s0x311db4f41b37f78b:0x7c44c8297860a360!5m2!4m1!1i2!8m2!3d14.322912!4d101.30265!16s%2Fg%2F11fd49m1vv!19sChIJi_c3G_S0HTERYKNgeCnIRHw?authuser=0&hl=th&rclk=1,,099 345 6974,"Khwan Darunee, 318 Moo 9, Nakhon Nayok, 26000",,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0}",14.322912,101.30265
AC024,LA PLACE,รีสอร์ท,4.1,48,https://www.google.com/maps/place/LA+PLACE/data=!4m10!3m9!1s0x311dbb7494c46803:0x56e83e09dba8eb03!5m2!4m1!1i2!8m2!3d14.2553081!4d101.0922306!16s%2Fg%2F11fxx34bnf!19sChIJA2jElHS7HTERA-uo2wk-6FY?authuser=0&hl=th&rclk=1,,096 925 4063,734R+4VH LA PLACE อำเภอบ้านนา นครนายก 26110,,,"{'1': 1, '2': 2, '3': 9, '4': 15, '5': 21}",14.2553081,101.0922306
AC025,little for rest Nakhon Nayok,โฮมสเตย์,4.8,25,https://www.google.com/maps/place/little+for+rest+Nakhon+Nayok/data=!4m10!3m9!1s0x311db1b19ec768fd:0x3d7ae664a55e5604!5m2!4m1!1i2!8m2!3d14.2286283!4d101.2041716!16s%2Fg%2F11rst16317!19sChIJ_WjHnrGxHTERBFZepWTmej0?authuser=0&hl=th&rclk=1,,081 451 4458,"little for rest Nakhon Nayok, ตำบล พรหมณี อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 0, '2': 0, '3': 1, '4': 4, '5': 20}",14.2286283,101.2041716
AC026,M&M32 Happy home,รีสอร์ท,4.9,9,https://www.google.com/maps/place/M%26M32+Happy+home/data=!4m10!3m9!1s0x311db3dc087b761f:0xcc5266bb24f4fa1!5m2!4m1!1i2!8m2!3d14.2897734!4d101.2886846!16s%2Fg%2F11jzgbwb06!19sChIJH3Z7CNyzHTERoU9PsmsmxQw?authuser=0&hl=th&rclk=1,https://mm32-happyhome.business.site/?utm_source=gmb&utm_medium=referral,062 442 3232,"379, M&M32 Happy home, ตำบล สาริกา Muang, นครนายก 26000",,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 8}",14.2897734,101.2886846
AC027,Mountain View Pool Villa,โรงแรม,4.5,24,https://www.google.com/maps/place/Mountain+View+Pool+Villa/data=!4m10!3m9!1s0x311dbbc3d9f6d307:0x4f8e75c70ef0a047!5m2!4m1!1i2!8m2!3d14.287565!4d101.0974043!16s%2Fg%2F11gbxcwv6f!19sChIJB9P22cO7HTERR6DwDsd1jk8?authuser=0&hl=th&rclk=1,https://www.facebook.com/MountainViewPoolVilla/,,"Mountain View Pool Villa Unnamed Road, 26110 ตำบล ศรีกะอาง อำเภอบ้านนา นครนายก",,,"{'1': 0, '2': 1, '3': 1, '4': 8, '5': 14}",14.287565,101.0974043
AC028,Nadol Resort,โรงแรม,2,5,https://www.google.com/maps/place/Nadol+Resort/data=!4m10!3m9!1s0x311dbc960e0c9fb3:0x213e50b97a51aacc!5m2!4m1!1i2!8m2!3d14.2386321!4d101.0548229!16s%2Fg%2F11f5ly5t48!19sChIJs58MDpa8HTERzKpRerlQPiE?authuser=0&hl=th&rclk=1,,037 382 760,"Nadol Resort, 71 Moo 13, T.Pakong A. Banna, Nakhon Nayok, 26110",,,"{'1': 3, '2': 1, '3': 0, '4': 0, '5': 1}",14.2386321,101.0548229
AC029,Nakhonyok Homestay (นครยก โฮมสเตย์),โรงแรม,4,65,https://www.google.com/maps/place/Nakhonyok+Homestay+%28%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A2%E0%B8%81+%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C%29/data=!4m10!3m9!1s0x311db20c9c3a0b9f:0x4e9b2d3878ac50a6!5m2!4m1!1i2!8m2!3d14.2106101!4d101.2729638!16s%2Fg%2F11dfgqw4gz!19sChIJnws6nAyyHTERplCseDgtm04?authuser=0&hl=th&rclk=1,,092 658 8282,Nakhonyok Homestay (นครยก โฮมสเตย์) 190 4 ตำบล ศรีนาวา อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 3, '2': 3, '3': 11, '4': 21, '5': 27}",14.2106101,101.2729638
AC030,Nava Resort ปากพลี นครนายก,โรงแรม,4,59,https://www.google.com/maps/place/Nava+Resort+%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%9E%E0%B8%A5%E0%B8%B5+%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81/data=!4m10!3m9!1s0x311dadd77218880f:0x919ffc5437d38ed0!5m2!4m1!1i2!8m2!3d14.169882!4d101.255836!16s%2Fg%2F11dzvhbsgy!19sChIJD4gYctetHTER0I7TN1T8n5E?authuser=0&hl=th&rclk=1,,,Nava Resort ปากพลี นครนายก 157 ถ. สุวรรณศร ตำบล เกาะหวาย อำเภอปากพลี นครนายก 26130,,,"{'1': 3, '2': 5, '3': 7, '4': 17, '5': 27}",14.169882,101.255836
AC031,Naya Pool Villa Nakhonnayok,โรงแรม,3.9,64,https://www.google.com/maps/place/Naya+Pool+Villa+Nakhonnayok/data=!4m10!3m9!1s0x311db16ded6f3e9f:0x34237d53f058a847!5m2!4m1!1i2!8m2!3d14.2566479!4d101.2475837!16s%2Fg%2F11gxybzsq3!19sChIJnz5v7W2xHTERR6hY8FN9IzQ?authuser=0&hl=th&rclk=1,,082 959 6220,764X+M24 Naya Pool Villa Nakhonnayok ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 5, '2': 4, '3': 11, '4': 17, '5': 27}",14.2566479,101.2475837
AC032,Nernbok Garden,โรงแรม,4.5,2,https://www.google.com/maps/place/Nernbok+Garden/data=!4m10!3m9!1s0x311db2b3a6925195:0x5291d86123a1a50f!5m2!4m1!1i2!8m2!3d14.2073643!4d101.3551481!16s%2Fg%2F11ggyytvp9!19sChIJlVGSprOyHTERD6WhI2HYkVI?authuser=0&hl=th&rclk=1,https://www.traveloka.com/th-th/hotel/thailand/nernbok-garden-1000000882794,092 279 3119,"Nernbok Garden, 122 Moo 1 Nahinlad Parkplee, นครนายก 26130",,,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 1}",14.2073643,101.3551481
AC033,Ninland Resort (นิลเเลนด์ รีสอร์ท),รีสอร์ท,4,12,https://www.google.com/maps/place/Ninland+Resort+%28%E0%B8%99%E0%B8%B4%E0%B8%A5%E0%B9%80%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C+%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97%29/data=!4m10!3m9!1s0x311db49a05918c3b:0x1270ec2aff3ca045!5m2!4m1!1i2!8m2!3d14.3050907!4d101.3137738!16s%2Fg%2F11ggxnx23r!19sChIJO4yRBZq0HTERRaA8_yrscBI?authuser=0&hl=th&rclk=1,https://ninland-resort.business.site/,098 859 5443,Ninland Resort (นิลเเลนด์ รีสอร์ท) หมู่ 2 66/1 หินตั้ง อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 1, '2': 1, '3': 0, '4': 5, '5': 5}",14.3050907,101.3137738
AC034,North Hotel,โรงแรม,3.3,103,https://www.google.com/maps/place/North+Hotel/data=!4m10!3m9!1s0x311dae285c810a65:0xa71c893a93213976!5m2!4m1!1i2!8m2!3d14.2158002!4d101.225675!16s%2Fg%2F11r90k39r!19sChIJZQqBXCiuHTERdjkhkzqJHKc?authuser=0&hl=th&rclk=1,,098 786 6635,North Hotel 145 ม .5 อ เมือง ตำบล บ้านใหญ่ อำเภอเมืองนครนายก,,,"{'1': 12, '2': 19, '3': 23, '4': 19, '5': 30}",14.2158002,101.225675
AC035,NT รีสอร์ท,โรงแรม,4,63,https://www.google.com/maps/place/NT+%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97/data=!4m10!3m9!1s0x311daf12c8178575:0x331fdf39b3bdc20e!5m2!4m1!1i2!8m2!3d14.1496729!4d101.1853011!16s%2Fg%2F11cn96knrw!19sChIJdYUXyBKvHTERDsK9sznfHzM?authuser=0&hl=th&rclk=1,https://m.facebook.com/NTresort/,094 134 8688,45XP+Q62 NT รีสอร์ท ตำบล ดงละคร อำเภอเมืองนครนายก นครนายก 2,,,"{'1': 3, '2': 3, '3': 13, '4': 18, '5': 26}",14.1496729,101.1853011
AC036,onmyway resort,รีสอร์ท,4.8,31,https://www.google.com/maps/place/onmyway+resort/data=!4m10!3m9!1s0x311db54b9ba2fb99:0x781107611839ae57!5m2!4m1!1i2!8m2!3d14.3116406!4d101.3064958!16s%2Fg%2F11ll48qswq!19sChIJmfuim0u1HTERV645GGEHEXg?authuser=0&hl=th&rclk=1,https://on-my-way-resort.business.site/?utm_source=gmb&utm_medium=referral,086 655 5749,onmyway resort 725 ตำบล สาริกา เมือง นครนายก 26000,,,"{'1': 0, '2': 0, '3': 1, '4': 5, '5': 25}",14.3116406,101.3064958
AC037,OOST kampville,แคมป์ปิ้ง เคบิน,4.6,5,https://www.google.com/maps/place/OOST+kampville/data=!4m10!3m9!1s0x311dad9e9879532b:0xd7897c6c9fee7162!5m2!4m1!1i2!8m2!3d14.174185!4d101.307644!16s%2Fg%2F11mw7nmvgl!19sChIJK1N5mJ6tHTERYnHun2x8idc?authuser=0&hl=th&rclk=1,,,"58F5+M3C OOST kampville, ตำบล โคกกรวด อำเภอปากพลี นครนายก 26130",,,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 4}",14.174185,101.307644
AC038,Phanngam Resort,โรงแรม,3,1,https://www.google.com/maps/place/Phanngam+Resort/data=!4m10!3m9!1s0x311dad08e7b5a14b:0xe84c1a251ec31ddf!5m2!4m1!1i2!8m2!3d14.171054!4d101.30182!16s%2Fg%2F11f38qq3jx!19sChIJS6G15witHTER3x3DHiUaTOg?authuser=0&hl=th&rclk=1,,089 680 8833,"58C2+CPG Phanngam Resort, Koh Wai District, ตำบล เกาะหวาย Pak Phli, นครนายก 26130",,,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 0}",14.171054,101.30182
AC039,Phumontra Resort Nakhon Nayok,รีสอร์ท,4.4,505,https://www.google.com/maps/place/Phumontra+Resort+Nakhon+Nayok/data=!4m10!3m9!1s0x311db5bf34d8d149:0x4f6703993ddcdddb!5m2!4m1!1i2!8m2!3d14.2998279!4d101.3062103!16s%2Fg%2F11gjm9ngg_!19sChIJSdHYNL-1HTER293cPZkDZ08?authuser=0&hl=th&rclk=1,https://www.phumontraresort.com/,037 349 258,"Phumontra Resort Nakhon Nayok, 162, ตำบล หินตั้ง อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 20, '2': 16, '3': 29, '4': 121, '5': 319}",14.2998279,101.3062103
AC040,Pinkhut Homestay Nakhonnayok,โรงแรม,5,6,https://www.google.com/maps/place/Pinkhut+Homestay+Nakhonnayok/data=!4m10!3m9!1s0x311db34b97e404df:0x42b2da800d656a13!5m2!4m1!1i2!8m2!3d14.2790185!4d101.3126717!16s%2Fg%2F11kjz83fdr!19sChIJ3wTkl0uzHTERE2plDYDaskI?authuser=0&hl=th&rclk=1,https://www.instagram.com/pinkhut_nakhonnayok/,092 814 6269,"186, Pinkhut Homestay Nakhonnayok, ตำบล หินตั้ง อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 6}",14.2790185,101.3126717
AC041,pohop country resort,โรงแรม,3.4,7,https://www.google.com/maps/place/pohop+country+resort/data=!4m10!3m9!1s0x311db3f519c15c63:0x8c14ea33569df83c!5m2!4m1!1i2!8m2!3d14.2939022!4d101.2733879!16s%2Fg%2F11c1xh_w27!19sChIJY1zBGfWzHTERPPidVjPqFIw?authuser=0&hl=th&rclk=1,,081 551 1566,"77VF+H96 pohop country resort, ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000",,,"{'1': 0, '2': 1, '3': 2, '4': 4, '5': 0}",14.2939022,101.2733879
AC042,Ravin Home Resort,รีสอร์ท,4.3,198,https://www.google.com/maps/place/Ravin+Home+Resort/data=!4m10!3m9!1s0x311c4d4912a34e2b:0x6b5e859936dab9b8!5m2!4m1!1i2!8m2!3d14.2196722!4d101.3468777!16s%2Fg%2F11cly718pk!19sChIJK06jEklNHDERuLnaNpmFXms?authuser=0&hl=th&rclk=1,http://www.ravinhome.com/,092 247 9393,"Ravin Home Resort 80 หมู่ ที่ 6 นา หิน ลาด, อำเภอปากพลี นครนายก 26130",,,"{'1': 4, '2': 4, '3': 23, '4': 55, '5': 112}",14.2196722,101.3468777
