place_id,title,main_category,rating,reviews,link,website,phone,address,price_range,description,reviews_per_rating,latitude,longitude
TA019,ค่ายลูกเสือสาริกา,อุทยาน,4.3,78,https://www.google.com/maps/place/%E0%B8%84%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2/data=!4m7!3m6!1s0x311db3dab0d7dc27:0xc1056880b670877f!8m2!3d14.2590441!4d101.2632363!16s%2Fg%2F1hm50238g!19sChIJJ9zXsNqzHTERf4dwtoBoBcE?authuser=0&hl=th&rclk=1,,063 342 6111,7757+J79 ค่ายลูกเสือสาริกา ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 0, '2': 2, '3': 15, '4': 19, '5': 42}",14.2590441,101.2632363
TA020,คุ้มบ้านญวน,สถานที่ท่องเที่ยว,5,1,https://www.google.com/maps/place/%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8D%E0%B8%A7%E0%B8%99/data=!4m7!3m6!1s0x311da5b7e092c37f:0xa10a7d306e8d84c!8m2!3d14.1884692!4d101.1060442!16s%2Fg%2F11t9trgkpf!19sChIJf8OS4LelHTERTNjoBtOnEAo?authuser=0&hl=th&rclk=1,,094 692 3556,คุ้มบ้านญวน 38 ตำบล ท่าทราย เมือง นครนายก 26000,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1}",14.1884692,101.1060442
TA021,แค้มปิ้งท่าเรือพ่อแก่น แม่บุญเรือง จังหวัดนครนายกลานกางเต็นท์ริมน้ำ,สถานที่ท่องเที่ยว,4.1,116,https://www.google.com/maps/place/%E0%B9%81%E0%B8%84%E0%B9%89%E0%B8%A1%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99+%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%9A%E0%B8%B8%E0%B8%8D%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87+%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%99%E0%B8%97%E0%B9%8C%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%99%E0%B9%89%E0%B8%B3/data=!4m7!3m6!1s0x311db3cae92e084b:0x6c1fb4173540079b!8m2!3d14.2903864!4d101.2980273!16s%2Fg%2F11f64bjvbz!19sChIJSwgu6cqzHTERmwdANRe0H2w?authuser=0&hl=th&rclk=1,,098 653 6992,แค้มปิ้งท่าเรือพ่อแก่น แม่บุญเรือง จังหวัดนครนายกลานกางเต็นท์ริมน้ำ Unnamed Road ตำบล หินตั้ง อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 8, '2': 3, '3': 14, '4': 32, '5': 59}",14.2903864,101.2980273
TA022,แคร่เรานครนายก,สถานที่ท่องเที่ยว,3.8,4,https://www.google.com/maps/place/%E0%B9%81%E0%B8%84%E0%B8%A3%E0%B9%88%E0%B9%80%E0%B8%A3%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81/data=!4m7!3m6!1s0x311db57656a110fd:0x798e4725b097dd9a!8m2!3d14.3063444!4d101.2572034!16s%2Fg%2F11s0wvzcjf!19sChIJ_RChVna1HTERmt2XsCVHjnk?authuser=0&hl=th&rclk=1,https://khaerraonakhonnayok.business.site/,095 740 0160,แคร่เรานครนายก 128 1 ตำบล สาริกา อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 1, '2': 0, '3': 0, '4': 1, '5': 2}",14.3063444,101.2572034
TA023,โครงการเกษตรรวมใจ อันเนื่องมาจากพระราชดําริ,สถานที่ท่องเที่ยว,,,https://www.google.com/maps/place/%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%95%E0%B8%A3%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%83%E0%B8%88+%E0%B8%AD%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%A1%E0%B8%B2%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%94%E0%B9%8D%E0%B8%B2%E0%B8%A3%E0%B8%B4/data=!4m7!3m6!1s0x311db1e84c82ff13:0x558e5cff5a27f6b4!8m2!3d14.2868127!4d101.1812235!16s%2Fg%2F11kk8yvg0s!19sChIJE_-CTOixHTERtPYnWv9cjlU?authuser=0&hl=th&rclk=1,,064 474 5419,โครงการเกษตรรวมใจ อันเนื่องมาจากพระราชดําริ 199 ม. 13 อำเภอเมืองนครนายก นครนายก 26001,,,"{'1': None, '2': None, '3': None, '4': None, '5': None}",14.2868127,101.1812235
TA024,โครงการศูนย์ภูมิรักษ์ธรรมชาติ,ศูนย์การเรียนรู้,4.7,106,https://www.google.com/maps/place/%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4/data=!4m7!3m6!1s0x311db49a2236561d:0xa67601fae963fd5c!8m2!3d14.3040714!4d101.3140354!16s%2Fg%2F1hm3w4gq5!19sChIJHVY2Ipq0HTERXP1j6foBdqY?authuser=0&hl=th&rclk=1,http://www.bhumirak.com/,037 384 049,โครงการศูนย์ภูมิรักษ์ธรรมชาติ 98/1 หมู่ 2 บ้านท่าด่าน ตำบล หินตั้ง อำเภอ เมืองนครนายก นครนายก 26000,,,"{'1': 3, '2': 0, '3': 2, '4': 17, '5': 84}",14.3040714,101.3140354
TA025,โครงการส่งน้ำและบำรุงรักษาเขื่อนขุนด่านปราการชล,รัฐบาล,5,2,https://www.google.com/maps/place/%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9A%E0%B8%B3%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%82%E0%B8%B8%E0%B8%99%E0%B8%94%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%8A%E0%B8%A5/data=!4m7!3m6!1s0x311db3a49bfb9689:0x6812f01a5fb117d2!8m2!3d14.2663892!4d101.2881908!16s%2Fg%2F1pzsc1mfs!19sChIJiZb7m6SzHTER0hexXxrwEmg?authuser=0&hl=th&rclk=1,,037 384 192,"โครงการส่งน้ำและบำรุงรักษาเขื่อนขุนด่านปราการชล 139 หมู่ 2, ตำบลหินตั้ง อำเภอเมือง จังหวัดนครนายก, 26000",,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 2}",14.2663892,101.2881908
TA026,จุดขึ้นเรือชมเขื่อนขุนด่าน เขาช่องลม,สถานที่ท่องเที่ยว,4.3,138,https://www.google.com/maps/place/%E0%B8%88%E0%B8%B8%E0%B8%94%E0%B8%82%E0%B8%B6%E0%B9%89%E0%B8%99%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%8A%E0%B8%A1%E0%B9%80%E0%B8%82%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%82%E0%B8%B8%E0%B8%99%E0%B8%94%E0%B9%88%E0%B8%B2%E0%B8%99+%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%A5%E0%B8%A1/data=!4m7!3m6!1s0x311db4bf76e66537:0x8cf27c5fa1298169!8m2!3d14.3155763!4d101.3244571!16s%2Fg%2F11f_h_xl5p!19sChIJN2Xmdr-0HTERaYEpoV988ow?authuser=0&hl=th&rclk=1,,,"จุดขึ้นเรือชมเขื่อนขุนด่าน เขาช่องลม Unnamed Road, 26000 ตำบล นาหินลาด อำเภอปากพลี นครนายก",,,"{'1': 4, '2': 2, '3': 12, '4': 44, '5': 76}",14.3155763,101.3244571
TA027,จุดชมนกเหยี่ยวหูดำ,สถานที่ท่องเที่ยว,4.3,45,https://www.google.com/maps/place/%E0%B8%88%E0%B8%B8%E0%B8%94%E0%B8%8A%E0%B8%A1%E0%B8%99%E0%B8%81%E0%B9%80%E0%B8%AB%E0%B8%A2%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7%E0%B8%AB%E0%B8%B9%E0%B8%94%E0%B8%B3/data=!4m7!3m6!1s0x311dabec9008f6f9:0xc4f1c529cc922f95!8m2!3d14.096623!4d101.2729785!16s%2Fg%2F11cm3r6ntr!19sChIJ-fYIkOyrHTERlS-SzCnF8cQ?authuser=0&hl=th&rclk=1,,081 318 1598,37WF+J5X จุดชมนกเหยี่ยวหูดำ ตำบล ท่าเรือ อำเภอปากพลี นครนายก 26130,,,"{'1': 1, '2': 2, '3': 5, '4': 10, '5': 27}",14.096623,101.2729785
TA028,จุดถ่าย สปิลเวย์ เขื่อนขุนด่านปราการชล,สถานที่ท่องเที่ยว,4.6,249,https://www.google.com/maps/place/%E0%B8%88%E0%B8%B8%E0%B8%94%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2+%E0%B8%AA%E0%B8%9B%E0%B8%B4%E0%B8%A5%E0%B9%80%E0%B8%A7%E0%B8%A2%E0%B9%8C+%E0%B9%80%E0%B8%82%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%82%E0%B8%B8%E0%B8%99%E0%B8%94%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%8A%E0%B8%A5/data=!4m7!3m6!1s0x311db5bfc9429c83:0x6bcd8005b1fa30bd!8m2!3d14.3112117!4d101.3197981!16s%2Fg%2F11n72xh_bd!19sChIJg5xCyb-1HTERvTD6sQWAzWs?authuser=0&hl=th&rclk=1,,,8869+FWM จุดถ่าย สปิลเวย์ เขื่อนขุนด่านปราการชล Unnamed Road ตำบล หินตั้ง อำเภอเมืองนครนายก นครนายก 26000,,,"{'1': 7, '2': 2, '3': 13, '4': 43, '5': 184}",14.3112117,101.3197981
TA029,ชุมชนท่องเที่ยวOTOPนวัตวิถีบ้านหัวหมอนคลอง15,สถานที่ท่องเที่ยว,4.6,5,https://www.google.com/maps/place/%E0%B8%8A%E0%B8%B8%E0%B8%A1%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7OTOP%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B8%B4%E0%B8%96%E0%B8%B5%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%99%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%8715/data=!4m7!3m6!1s0x311d9f84a139bac9:0x7c676357e9a0a6a3!8m2!3d14.0640712!4d100.9367743!16s%2Fg%2F11h_cs38cy!19sChIJybo5oYSfHTERo6ag6VdjZ3w?authuser=0&hl=th&rclk=1,,098 976 0073,3W7P+JPC ชุมชนท่องเที่ยวOTOPนวัตวิถีบ้านหัวหมอนคลอง15 ตำบล บึงศาล อำเภอองครักษ์ นครนายก 26120,,,"{'1': 0, '2': 0, '3': 1, '4': 0, '5': 4}",14.0640712,100.9367743
